dir,key,clue
shape,155,abbbcddddacefefddededffeeffddefacfff
letters,155,536421423156651342245613312564164235
prods,155,720_____720_24_40_3_5______18_4__6__10_______10_18___24____
size,156,6
shape,156,abbbcdddabcfffdacdaceddfddfffdffabcf
letters,156,134652351426623514462135516243245361
prods,156,360_____12_18_10_8______36_5__20_24___2_12__10_4____3___90___
size,157,6
shape,157,dabbcdfddacfdefdddfedfffdffdddfacfff
letters,157,416532245361321654632415153246564123
prods,157,8_90____2__120_5_18___18___24_5_20___6____5___2_8_18__24____
size,158,6
shape,158,dabbcdfddacfdffdddfddffedffddefacfff
letters,158,436152653241162534521463314625245316
prods,158,24_90____2__30_6_8___5___20_18_360__2_4____6___18_2___20____
size,159,6
shape,159,abbcddddacffffddddddeffffffacdabbbcf
letters,159,146253513426251634632145324561465312
prods,159,48____10_18_10_5_12______8_6_12_20_18_6________30__2_360_____
size,160,6
shape,160,abcddddacfeffdddfddfffdefabcfeacabcf
letters,160,261345352164125436416523543612634251
prods,160,12___3_72_20_3_10______2_30_20__36_20____2___72_____18__40___
size,161,6
shape,161,acabcddddacefffddeacdffeddfaceffabcf
letters,161,315246536124142365461532254613623451
prods,161,3__40___720_5_12_12_2______15_18__24__4____12_10__6_____60___
size,162,6
shape,162,acddddddfeffffdfddacedffddffddffacff
letters,162,254136136245361524413652625413542361
prods,162,10__24_10_12_30_3_18_______15__10_8_4___24___30_8___6_3___6___
size,163,6
shape,163,dddacdfffddfabcffddddacffffdddabcfff
letters,163,532146321465216534645321164253453612
prods,163,15_6_2_4__30____20_18__12_____4_6_24_20_6______12_5_6_60_____
size,164,6
shape,164,acacdddabcffedacddefddefedfffdffabcf
letters,164,361542534621153264426153612435245316
prods,164,18__5__8_2_240_72______10_6__90_12___12_4____4____30___15___
size,165,6
shape,165,dddacdeffddffacfedddddefefffedfabcff
letters,165,521346634152365421156234412563243615
prods,165,90_6_4_12__12____4_180___30____4_8_5_12_10________15__72____
size,166,6
shape,166,dabbcdeddaceffeddeddefffffedddacffff
letters,166,523641451362634125246513165234312456
prods,166,120_144____30__15_240_18______5_2__2_24________8_15_24_3_____
size,167,6
shape,167,abbbcddabbceeddaceeffddfeddffdfffacf
letters,167,164523536412315246621354243165452631
prods,167,240_____144_720_72______2_5_8______3_30___20_6___5____18__
size,168,6
shape,168,dddacdeffddffacefdacdededdeffefffacf
letters,168,624315231654152463563241345126416532
prods,168,12_6_4_3__20____48_30___10____36_30__90__8__12_4________15__
size,169,6
shape,169,dacdddfddffedffacefacddedddffefffacf
letters,169,235641541236324165613524162453456312
prods,169,10_15__12_12_720__8_4____18___6____3__20_10__4_30_12_______3__
size,170,6
shape,170,dacdddeddffefefacfdfabcdfabcdeacacff
letters,170,452361164253631542326415245136513624
prods,170,24_10__6_30_6__36_4_______20___6__24___120__20___6__5__18___
size,171,6
shape,171,abbcddddacfffedacddffddffacffdabbbcf
letters,171,165243314562623154236415542631451326
prods,171,60____24_6_18_6_20______18_5__20_10___24_3___8____6_120_____
size,172,6
shape,172,abbcdddabcffedabcdfedacedffddefacfff
letters,172,136452542136261543325614413265654321
prods,172,72____15_12_30_8______12_20___60___15_6___24___6_12___20____
size,173,6
shape,173,acabcddabcdeedacfefedacfdffdddfacfff
letters,173,516234421653243165635421364512152346
prods,173,5__36___60_48_12___30___72_3______20_8___3___15_4_12__10____
size,174,6
shape,174,dabbcdeddaceefeddefdefefdffdedfacfff
letters,174,145632421356236514512463653241364125
prods,174,40_360____144__6_36_15______20_48___5_____18___2__5__24____
size,175,6
shape,175,acddddddffffefabcdfddacfdffdddfacfff
letters,175,136425514362352146421653263514645231
prods,175,3__24_12_12_10_60_5_______8___18__12_3_30___12___10_3_4__20____
size,176,6
shape,176,abcacdddacdffeddfddeffdfffddedacffff
letters,176,361245245631134562653124412356526413
prods,176,18___8__5_2_60_30__18____12_5__8_24____10____12_12__18_10_____
size,177,6
shape,177,dacacdfddddedffefeeacedfeddffdfffacf
letters,177,634521512634453216146352321465265143
prods,177,30_12__10__48__5_6_144_3__24_______24___30___12_5___15____4__
size,178,6
shape,178,dacacdedabceffdacfacedddddeffefffacf
letters,178,321645513264654132145326462513236451
prods,178,90_2__24__40__5_36______240_3___4___15_2_18_8_18________20__
size,179,6
shape,179,abbcddddacfffedddddffffefacddeabcfff
letters,179,653241215436132654461523324165546312
prods,179,180____12_6_2_18_20______2_30_10_120_12_______8__3_6__120_____
size,180,6
shape,180,acabcddddaceefeddffdfffddfabcefacacf
letters,180,614523526341143652231465452136365214
prods,180,6__40___6_10_8_18_12______24_30___15____120_12__6_____30__2__
size,181,6
shape,181,ddabcdfedddedfeffeededdfffeffdacfacf
letters,181,564321341562136254412635253416625143
prods,181,15_72_24___40___180_10_30__8_______5__24_3_______18_12___4__
size,182,6
shape,182,abcacdddabcfffdacdaceddeddfffeffabcf
letters,182,362415421653135246653124246531514362
prods,182,36___4__15_4_6_30______90_8__48_30___5_6__10_4_______72___
size,183,6
shape,183,abcacddabcdfedacfdfedddfdefffdffabcf
letters,183,416235341526534612253461625143162354
prods,183,24___6__30_30_20___2___180_24___2___15_4_24__6_____12___30___
size,184,6
shape,184,abcacddacddffddefddeffdfffddedacffff
letters,184,135426312564546213253641461352624135
prods,184,15___8__24_15_2__60_6___120_18___3_8____60____4_3__10_12_____
size,185,6
shape,185,dabbcdedacdfefddfdedffdfefacfdfabbcf
letters,185,462513514236135462346125253641621354
prods,185,720_60____18__3_8__18____30_4__10__20___8____18___4__30____
size,186,6
shape,186,abcacddabcdffdaceddeddfffffeddabcfff
letters,186,653124264351341562125436516243432615
prods,186,90___2__4_6_72___90___8_5___12_5__30_48_______4_15_24_____
size,187,6
shape,187,ddabcdffdddfacfffddddaceeffddefacfff
letters,187,652134213465421653165342534216346521
prods,187,12_5_6___20___3_24_30__8_____36_15_18_20_12______10_2___24____
size,188,6
shape,188,abcddddacfffedabcdfedacfdffdddfacfff
letters,188,235416126354461235654123342561513642
prods,188,30___12_5_24_24_12______120_6___15___8_2___15___30_24_2__3____
size,189,6
shape,189,acddddddefffefeacdfdeddfdffffdfabbcf
letters,189,425613634152562341316425153264241536
prods,189,8__720_6_5_6_90_18________12__5__5__8_12__2_____24__60____
size,190,6
shape,190,dddacdfffddfacdefdddffdfffddedacffff
letters,190,514632125463631245243516362154456321
prods,190,5_2_20_18__6____40_24__18__3___30_6_24___10____12_3__4_20_____
size,191,6
shape,191,dacacdedabcfefdacdfdfddfdedffdfffacf
letters,191,352461421356645123234615163542516234
prods,191,144_10__24__6__8_15______20_2__15__18__30_4__5__18___8____6__
size,192,6
shape,192,abcacddacddffddefddeffdfefacedfabcff
letters,192,456132134625342516215364621453563241
prods,192,120___3__10_3_12__90_2___8_10___24_60____120____4___3__36____
size,193,6
shape,193,dacacdeddddfffeffdddeacfffedddacffff
letters,193,216354345261651423163542432615524136
prods,193,36_6__15__4__20_120_8_12_______6_4_18__20______6_3_30_10_____
size,194,6
shape,194,ddabcdffdddeaceffeddeacfeffdddfacfff
letters,194,145362264135653214516423321546432651
prods,194,2_24_90___120___72_2_3__30______60_2__8______30_20_6__6____
size,195,6
shape,195,acabcddddacffffdddacdfffddfacdffabcf
letters,195,452136546213631425314562265341123654
prods,195,20__6___18_30_12_6_2______20_12_10_3__20____2_12__12__4___90___
size,196,6
shape,196,abcddddacfeffdaceddfddefedfffdffabcf
letters,196,413652135426241365362514654231526143
prods,196,12___24_180_12_2_15______24_3___20_90__8_10____10____3___24___
size,197,6
shape,197,abcddddacfeffdddfddeffdfefacfdfacacf
letters,197,346215651423164532425361213654532146
prods,197,72___8_6_15_6_5______12_20_15__2_40____30____18___24__6__4__
size,198,6
shape,198,abcacddabcdeedacfefedacfdffdddfacfff
letters,198,263451415362321546634125542613156234
prods,198,36___20__60_72_15___24___24_5______8_2___5___12_3_12__30____
size,199,6
shape,199,acacdddacdefeddffdfefddfdedffdfffacf
letters,199,631542364125143256256314512463425631
prods,199,18__5__40_10_6_24__2____40_18___24____12_6__20__10___3____18__
size,200,6
shape,200,acdacdddeddfffeffdacfddedddffefffacf
letters,200,312654465312146235653421524163231546
prods,200,3__180_30__8_4_24__6_3_______90_30___4_12__10_6_4_______20__
size,201,6
shape,201,abbcdddabcfffdabcddedacfeffdddfacfff
letters,201,364125235416526341153264412653641532
prods,201,72____2_30_10_60______10_72___4_24__6_12______30_15_6__4____
size,202,6
shape,202,dddacdffeddeacfffedddacfffedddacffff
letters,202,542316253164465231314652621543136425
prods,202,10_20_30_3__48____2_18__24______18_2_24_30______20_8_15_3_____
size,203,6
shape,203,dacacdfdabcfdedacdefeddfedeffdfffacf
letters,203,426531562143241365354216135624613452
prods,203,20_12__15__3__120_8____36__60_18__30____12_2___3____8____20__
size,204,6
shape,204,acacdddabcfffddacddffddfeddffdfffacf
letters,204,523614612435145326461253354162236541
prods,204,10__18__3_20_6_8______24_5_6__18_24___2_30___15_24___2____20__
size,205,6
shape,205,dabbcdfddddfdffffdeddacfeffdddfacfff
letters,205,513624364512451263642351125436236145
prods,205,15_36____8__30_4_10_6__48_____3__8_10_15______4_12_30__18____
size,206,6
shape,206,abcddddddffeffeddeacefffddfacdffabcf
letters,206,642513156234315426561342423165234651
prods,206,48___10_3_144_3_5_90_______12_8__30______8_6__6__5___120___
size,207,6
shape,207,abbcdddabcfffdabcddfdddeedfffeffabcf
letters,207,124635513264346521231456652143465312
prods,207,48____18_20_15_6______12_60___36_48__2_4_20___30_______15___
size,208,6
shape,208,acdacdddeddffeffeddfddefedfffdffabcf
letters,208,534261423156356412165324612543241635
prods,208,15__72_12__6_12_60__4_40_______8_12__10_15____4____15___18___
size,209,6
shape,209,abcacddddddfffeffdddeddfeffffdfabbcf
letters,209,653412236541312654461325524136145263
prods,209,90___4__2_6_3_48_30_20_______20_20_12__3_6_______18__240____
size,210,6
shape,210,dabcddedddffffffddacddefddeffdfffacf
letters,210,265341512634354216146523631452423165
prods,210,30_90___12_4__5_8_12_______10_18_4__18_20___24_6____10____6__
size,211,6
shape,211,abcacdddacdffeddfddeffdfefacfdfabbcf
letters,211,243651154236431562362415526143615324
prods,211,24___30__6_4_180_8__18____2_20__10_90____4____6___12__30____
size,212,6
shape,212,acddddddffffefabcdfddddfdeffedffacff
letters,212,265134643215456321314562132456521643
prods,212,12__15_2_3_20_72_20_______36___2__6_8_20_120__5_____18___6___
size,213,6
shape,213,acabcddacacefdabcededacfffedddacffff
letters,213,231546346215153462615324462153524631
prods,213,6__20___240_3_24__2____30_72____24__40_6______6_15_3_10_____
size,214,6
shape,214,abbbcddabbcefddddfdeffedefacfefacacf
letters,214,615423532641243156356214124365461532
prods,214,240_____18_10_144______40_18_2_30__12_____40___12_____6__15__
size,215,6
shape,215,acabcddddacfeffdddfddfffdefacdffabcf
letters,215,251643364251532164415326643512126435
prods,215,10__24___3_60_18_8_10______3_12_24__8_15____6___5__10___72___
size,216,6
shape,216,dddacdffeddfacfffddddacffffdddabcfff
letters,216,421356634215356421563142215634142563
prods,216,24_6_24_15__30____8_2__15_____2_10_6_15_4______30_18_12_8_____
size,217,6
shape,217,dacdddeddefffeffdddfddffedffddffacff
letters,217,341265523146654312462531216453135624
prods,217,90_4__6_24_30__60_12________3_2_8__12_20____3___10_12___30___
size,218,6
shape,218,acabcddabcdfedacfdfedacfdffdddfacfff
letters,218,561324256431425613143256314562632145
prods,218,30__6___4_8_120___3___8_30___18___12_10___18___5_24_10__6____
size,219,6
shape,219,acddddddeffefffddedddeffefffddfabcff
letters,219,532164246513315246453621164352621435
prods,219,15__60_5_6_72_6_4________36_8__24_30_12________15_10__8____
size,220,6
shape,220,acabcddabbcfeddacdffeddfddeffdfffacf
letters,220,231546362154156423543612614235425361
prods,220,6__20___24_15_60______20_360_8__6____12_3__24_2____5____18__
size,221,6
shape,221,ddabcdefdacffdeddddeffefffacfdabcacf
letters,221,432561651243365124546312214635123456
prods,221,72_15_60___3___30_8____24__3_6_8_10________24___30_6___20__
size,222,6
shape,222,abcacddabbcfedabcdefdddfedeffdfffacf
letters,222,145362426153314625251436632541563214
prods,222,20___18__6_720_60______5_48___30___6_20_12___18____4____2__
size,223,6
shape,223,ddabcdffdddfddeffdffeddfddeffdfffacf
letters,223,624153213564451326136245365412542631
prods,223,12_2_20___12___180_15_12__4_15____30____8_4__15_24____2____18__
size,224,6
shape,224,acabcddddddfeffffdfacddfdddffdfffacf
letters,224,315624234165652431521346463512146253
prods,224,3__60___20_60_15_8_4_18_______6__2__15_4__4_24_18___6____10__
size,225,6
shape,225,abcacddacddfeddffdeffacffabbcdabcacf
letters,225,342651425163164235213546651324536412
prods,225,24___30__3_48_10__2_18___6_12___30____20____30____8_90___4__
size,226,6
shape,226,dabbcdfdabcedfdaceededdfffeffdacfacf
letters,226,413562326415541236162354654123235641
prods,226,12_90____240__8_24____30__40_6____30__3_10_______3_6___24__
size,227,6
shape,227,abbbcddabbcfedacddffddefddeffdfffacf
letters,227,236541523614145263461325312456654132
prods,227,720_____4_20_36______24_10__60_15___8_12___18_5____12____3__
size,228,6
shape,228,dacdddfddfffdefdddfedfffdefacdffabcf
letters,228,531642145326213564462135654213326451
prods,228,5_3__18_8_12__240_15____8___5_18_20___8____18___2__3___120___
size,229,6
shape,229,ddacddffddefaceffdddeddfeffffdfabbcf
letters,229,214653532416425361346125163542651234
prods,229,10_3_24__30_18___180_12___8_____5_18_24__5_8_______8__30____
size,230,6
shape,230,abbbcddabcdefdacffdedacdeffddefacfff
letters,230,164523431652356241625314213465542136
prods,230,240_____6_12_18___20___10_12____60__15_3__120____4_18___8____
size,231,6
shape,231,dabbcdfdabcfdfddddedfeffffdeddacffff
letters,231,524163213546651234362415146352435621
prods,231,10_48____18__5_60____18__2_144_3_20__24_______30__10_2_12_____
size,232,6
shape,232,acacddddddffffffddddacffffddddacffff
letters,232,653214541362124536265143316425432651
prods,232,30__6__6_8_5_8_4_15_______12_18_6_6_5______12_24_10_5_12_____
size,233,6
shape,233,acabcddddaceeffddefddeffdeffddffacff
letters,233,342561521436154623613254465312236145
prods,233,12__60___72_30_10_4_12______36_10___18_15____8____4_10___6___
size,234,6
shape,234,abbbcddddacefffddedddeffefffddfabcff
letters,234,613524254361461235536412325146142653
prods,234,180_____40_8_30_4_18______8_3__15_6_30________20_18__48____
size,235,6
shape,235,dabbcdfdabcedfdddeedeffffffdddabcfff
letters,235,561423643512256341325164412635134256
prods,235,30_48____24__20_15____24__60_3_24___2________12_15_30_12_____
size,236,6
shape,236,ddabcdfedddfdfeffdedfacfefabcdfacacf
letters,236,125346416532341265264153532614653421
prods,236,4_8_60___12___24_10_18__180_____15__18__5_____12___4__15__8__
size,237,6
shape,237,dddacdfefddfdedfedffedefddeffdfffacf
letters,237,451362562134326415145623634251213546
prods,237,20_240_2_18__8____4_30__3__360___15____12___12_3____6____20__
size,238,6
shape,238,dddacdeffddffacffddddacffffdddabcfff
letters,238,341526526314154263412635263451635142
prods,238,15_8_6_10__24____6_6___20____15_8_6_6_18______4_20_2_90_____
size,239,6
shape,239,abcddddacfeffdacfddfdddfedeffdfffacf
letters,239,362514615342451623546231234156123465
prods,239,36___15_8_8_24_5______20_6___3_10__72_2_15___6____30____24__
size,240,6
shape,240,acddddddffffffdacdaceddfddeffdfffacf
letters,240,531264645321254136162543326415413652
prods,240,15__5_6_12_4_12_20_______144_3__18_6___20_4__12_2____10____30__
size,241,6
shape,241,dacacdeddddffffffdacdddfddffedffacff
letters,241,346512562341251634415263123456634125
prods,241,30_24__5__2__30_2_18_12_______12_4__15_8_60__6_6____30___4___
size,242,6
shape,242,dabcddfdacfedfdddfedeffdeffddefacfff
letters,242,153264416325234516645132362451521643
prods,242,4_30___12_120__3_18____180__40_5_3___24____6____24_20___2____
size,243,6
shape,243,dacacdfdabcedfdddfedeffdeffacefabbcf
letters,243,416523352641145362231456624135563214
prods,243,12_6__10__6__20_48____60__20_12_30___6____120____3____36____
size,244,6
shape,244,abcddddddfefffedfdacfedfdddffdfffacf
letters,244,651324132645245163423516316452564231
prods,244,30___18_48_20_2_12_30_______20__18_8____5__15_6_24___2____6__
size,245,6
shape,245,dddacdffeddfacfefddacedfeddffdfffacf
letters,245,316542523614145326251463462135634251
prods,245,15_2_90_20__8____72_2__4_____18_48_5___18___18_8___5____10__
size,246,6
shape,246,ddabcdffdaceaceddfddffedefacfefabbcf
letters,246,245136163245614523432651521364356412
prods,246,2_24_15___90___24_8___6___30_60__60_6____8___3_____120____
size,247,6
shape,247,dabbcdedabceffdddeddffffffddddacffff
letters,247,246513634125152364321456563241415632
prods,247,12_120____360__15_8______2_12_30__15_12_______15_12_12_2_4_____
size,248,6
shape,248,abbcdddacdeffddffddffacefabcdeacacff
letters,248,125436213645542163364251651324436512
prods,248,40____72_30_10_3__6____24_8___24_18___10____15___2__12__30___
